年月日,最高気温(℃),最低気温(℃),降水量の合計(mm),日照時間(時間),平均風速(m/s),平均海面気圧(hPa),平均湿度(％),平均雲量(10分比),天気概況(昼：06時～18時)
2006/4/27,18.6,9.1,3.5,2.5,1.7,1010.7,63,8.3,雨後曇
2006/4/28,22.1,8.4,0,10.2,1.6,1012.5,48,3.8,晴
2006/4/29,19.1,10.5,0.0,1.6,1.5,1010.3,53,9.5,曇後時々晴
2006/4/30,24.4,11.5,0.0,6.1,2.2,1007.5,56,7.5,晴
2006/5/1,29.0,13.9,0,10.0,2.3,1005.9,53,2.8,快晴
2006/5/2,21.5,11.0,0.5,2.7,2.7,1008.7,60,9.5,曇一時雨、雷を伴う
2006/5/3,22.1,8.0,0,12.8,1.8,1017.8,45,0.3,快晴
2006/5/4,24.9,11.8,0,8.8,2.0,1022.0,52,2.8,晴一時曇
2006/5/5,25.9,12.8,0,11.4,2.1,1022.1,51,6.8,晴後薄曇
2006/5/6,25.0,14.3,1.5,4.3,2.0,1016.7,55,10.0,曇
2006/5/7,19.6,16.0,32.5,0,1.0,1011.2,86,10.0,雨、雷を伴う
2006/5/8,27.2,18.2,0,8.1,1.7,1014.7,71,10.0,薄曇
2006/5/9,26.5,18.4,0.0,4.8,3.3,1018.3,67,7.3,曇一時晴
2006/5/10,24.5,18.7,7.5,0.4,2.4,1015.7,73,10.0,曇後雨
2006/5/11,20.6,11.0,21.5,1.6,2.3,1017.3,66,9.0,曇
2006/5/12,22.8,9.2,0,4.2,2.1,1021.1,53,9.3,曇一時晴
2006/5/13,17.0,13.4,21.5,0,2.0,1012.7,79,10.0,雨
2006/5/14,22.8,12.7,0.0,4.7,1.8,1012.7,58,9.0,曇一時晴
2006/5/15,23.3,9.7,0,4.7,1.4,1020.7,50,10.0,薄曇
2006/5/16,19.7,14.7,0.5,0,1.3,1023.0,66,10.0,雨後曇
2006/5/17,20.2,14.8,16.0,0,1.6,1020.9,75,10.0,雨
2006/5/18,21.4,15.0,1.5,0,1.6,1015.7,74,10.0,曇時々雨
2006/5/19,21.0,18.2,36.0,0,1.8,1006.7,80,10.0,雨時々曇
2006/5/20,23.2,14.5,10.5,2.0,2.0,1004.1,74,7.3,曇一時雨
2006/5/21,29.2,12.3,0,12.4,1.7,1015.5,50,2.5,晴
2006/5/22,29.2,16.4,0.0,9.9,2.3,1015.3,56,7.5,薄曇
2006/5/23,22.5,17.5,5.5,0,1.4,1009.2,74,10.0,雨一時曇
2006/5/24,26.7,15.2,0.0,8.3,2.5,1010.8,58,8.8,晴一時曇
2006/5/25,26.1,13.1,0,9.4,1.7,1019.2,47,5.3,晴後薄曇
2006/5/26,19.5,16.4,3.0,0,2.4,1019.6,67,10.0,曇後雨
2006/5/27,21.0,17.0,0.5,0,3.5,1009.7,67,10.0,曇
2006/5/28,26.2,17.9,2.0,3.5,2.0,1001.4,60,9.8,曇一時晴
2006/5/29,24.8,16.4,0.0,3.4,1.7,1004.7,59,10.0,曇時々晴
2006/5/30,26.0,15.6,0.0,6.5,1.6,1010.0,67,5.5,晴後曇一時雨、雷を伴う
2006/5/31,29.9,14.5,0,9.7,1.9,1014.3,57,2.8,晴
2006/6/1,31.7,16.2,0,9.3,1.6,1014.1,41,5.3,晴後薄曇
2006/6/2,24.8,17.8,0,0,1.6,1011.0,55,10.0,曇
2006/6/3,28.9,17.0,0,10.4,2.0,1010.5,61,6.5,薄曇後晴
2006/6/4,28.6,18.7,0,4.4,2.0,1009.8,54,9.0,薄曇
2006/6/5,30.2,19.3,0.0,7.3,1.9,1006.3,50,8.3,晴後曇
2006/6/6,28.9,18.0,5.0,7.7,2.1,1005.4,52,8.0,晴時々曇一時雨、雷を伴う
2006/6/7,29.1,14.9,0,10.8,1.8,1007.7,45,3.8,晴
2006/6/8,24.5,17.9,14.5,0.1,2.2,1006.3,68,10.0,曇一時雨
2006/6/9,22.9,16.9,18.0,0,2.5,995.9,70,9.3,曇一時雨
2006/6/10,25.2,16.7,0.0,0.8,1.2,1004.9,61,8.5,曇
2006/6/11,24.4,19.3,0,1.1,1.6,1008.7,63,9.8,曇
2006/6/12,28.4,17.5,0,4.6,1.4,1013.8,62,9.8,薄曇
2006/6/13,31.2,19.6,0,7.2,1.6,1014.4,55,7.0,薄曇後一時晴
2006/6/14,31.4,16.7,0.0,9.2,1.9,1013.0,57,5.0,晴後曇
2006/6/15,23.7,20.2,69.0,0,2.6,1006.3,75,10.0,雨
2006/6/16,31.0,20.0,3.5,7.7,1.8,1007.8,57,9.5,薄曇
2006/6/17,26.5,17.8,4.5,3.2,1.4,1009.3,69,10.0,曇後雨
2006/6/18,29.0,20.5,0.5,5.6,1.5,1007.4,72,8.3,曇
2006/6/19,31.5,20.3,0,9.7,1.6,1011.6,56,8.0,晴一時曇
2006/6/20,32.2,19.3,0,8.4,1.4,1012.3,50,8.5,薄曇
2006/6/21,31.9,20.9,0,6.9,1.7,1010.3,56,10.0,薄曇
2006/6/22,24.6,20.4,30.5,0,1.2,1008.4,78,10.0,雨
2006/6/23,26.8,20.0,1.5,0.3,1.2,1007.2,73,9.8,曇
2006/6/24,30.1,18.9,0,10.1,1.5,1010.2,59,8.5,晴時々曇
2006/6/25,23.3,19.8,4.0,0,1.2,1011.2,75,10.0,雨
2006/6/26,22.5,19.1,32.0,0,0.8,1008.0,87,10.0,雨
2006/6/27,31.5,21.2,0.0,5.9,1.5,1006.4,69,6.8,曇後晴
2006/6/28,31.6,22.2,0.0,1.9,1.6,1008.3,67,10.0,曇
2006/6/29,33.5,21.8,0,6.7,1.5,1011.1,61,6.0,晴
2006/6/30,31.0,24.1,0.0,0.7,2.0,1011.2,67,10.0,曇
2006/7/1,27.8,22.6,7.5,0,1.8,1009.3,76,10.0,曇時々雨
2006/7/2,30.1,21.4,33.0,0.7,1.8,1005.2,77,9.5,曇時々雨
2006/7/3,29.0,21.5,4.0,1.1,1.5,1005.2,77,9.5,曇一時雨、雷を伴う
2006/7/4,30.7,19.9,0,10.2,1.8,1004.9,59,9.0,薄曇
2006/7/5,28.7,21.6,15.5,0.2,1.9,999.6,79,10.0,曇時々雨
2006/7/6,26.7,22.1,0.5,0,1.6,1001.4,78,10.0,曇一時雨
2006/7/7,28.8,21.2,0,0.1,1.4,1005.9,72,10.0,曇
2006/7/8,32.5,23.7,0.0,3.7,1.8,1009.9,68,10.0,曇
2006/7/9,32.6,25.8,0.5,3.5,1.7,1012.8,68,10.0,曇一時雨
2006/7/10,31.0,25.0,0,0.4,1.9,1013.4,65,10.0,曇
2006/7/11,31.2,25.6,0.0,0.3,1.3,1012.5,68,10.0,曇一時雨
2006/7/12,31.3,26.0,0.0,0.3,1.5,1011.2,66,10.0,曇一時雨
2006/7/13,33.1,26.2,0.0,0.7,1.7,1010.4,67,10.0,曇
2006/7/14,34.9,25.7,2.5,3.4,1.3,1012.2,73,8.3,曇一時雨、雷を伴う
2006/7/15,33.5,23.5,24.5,4.6,1.4,1011.8,74,7.8,晴後曇一時雨、雷を伴う
2006/7/16,31.8,23.5,22.0,0.4,1.4,1009.3,78,10.0,曇時々雨、雷を伴う
2006/7/17,25.4,21.2,66.5,0,0.9,1007.8,85,10.0,大雨、雷を伴う
2006/7/18,26.6,20.9,43.0,0,1.3,1004.6,85,10.0,雨
2006/7/19,27.6,21.4,57.0,0.8,2.0,1002.7,74,10.0,雨後曇
2006/7/20,23.6,20.6,34.0,0,1.5,1004.5,82,10.0,雨時々曇
2006/7/21,27.1,20.5,28.0,0.1,1.2,1001.5,85,10.0,雨後曇
2006/7/22,32.2,22.3,0.0,6.0,1.6,1003.4,68,9.3,晴時々曇
2006/7/23,27.6,22.1,6.5,0,1.2,1005.7,82,10.0,雨一時曇
2006/7/24,28.5,22.0,5.5,0,1.0,1007.1,81,10.0,雨時々曇
2006/7/25,30.5,23.5,0.5,3.7,1.4,1012.7,73,9.3,曇
2006/7/26,34.8,24.1,0,7.0,1.5,1015.9,67,8.3,曇後晴
2006/7/27,35.3,25.0,0.0,7.3,1.8,1013.3,61,6.3,晴
2006/7/28,35.6,24.3,27.5,10.0,1.7,1010.9,66,6.3,晴一時雨、雷を伴う
2006/7/29,32.4,23.5,0.5,3.5,1.5,1012.1,71,7.5,曇一時雨
2006/7/30,34.0,24.3,0,9.9,2.0,1012.6,62,5.0,晴
2006/7/31,30.7,24.2,0.0,1.0,1.9,1012.7,65,9.3,曇
2006/8/1,33.1,24.9,0.0,4.0,2.0,1013.5,64,9.3,曇一時晴
2006/8/2,34.2,25.2,0,5.3,1.8,1015.4,63,8.5,曇一時晴
2006/8/3,34.7,25.8,0,6.3,1.6,1016.1,59,6.3,晴一時曇
2006/8/4,36.2,24.9,0,11.3,1.8,1014.7,58,3.8,晴
2006/8/5,36.8,24.3,0,12.5,1.6,1012.5,51,0.3,快晴
2006/8/6,38.0,23.5,0,12.4,1.7,1010.7,51,1.0,晴
2006/8/7,36.0,25.7,0,12.3,2.6,1009.5,57,5.5,薄曇
2006/8/8,34.1,28.0,0,6.3,3.3,1007.2,52,5.5,晴
2006/8/9,36.4,26.1,0.0,6.7,2.2,1007.7,58,6.0,曇後晴
2006/8/10,37.5,23.7,0,11.8,1.7,1009.0,52,9.0,薄曇
2006/8/11,36.5,25.0,0.0,6.5,1.5,1008.8,53,8.8,晴後曇、雷を伴う
2006/8/12,35.6,25.3,0.5,4.8,1.7,1007.5,63,8.8,晴時々曇一時雨、雷を伴う
2006/8/13,34.2,24.3,1.0,3.1,1.5,1006.2,67,7.0,晴一時雨
2006/8/14,35.7,25.2,0,10.1,2.4,1004.7,58,3.0,晴
2006/8/15,37.6,24.6,0,9.5,1.9,1001.9,53,3.5,晴
2006/8/16,35.0,26.7,0.0,5.2,2.9,1000.7,58,7.5,曇
2006/8/17,32.8,27.6,0.0,0.5,3.5,1000.3,66,9.0,曇
2006/8/18,33.8,26.4,1.0,2.4,3.6,1002.1,66,10.0,曇
2006/8/19,34.0,26.3,0.0,2.7,3.1,1004.7,64,10.0,曇
2006/8/20,35.6,28.0,0,6.3,2.8,1008.6,59,9.3,薄曇
2006/8/21,35.6,26.4,0,9.6,2.1,1009.6,55,9.5,薄曇
2006/8/22,34.1,26.6,1.0,3.8,1.5,1009.3,66,8.0,曇一時雨、雷を伴う
2006/8/23,34.4,24.4,0,11.1,2.3,1009.8,56,4.3,晴
2006/8/24,36.2,21.8,0,12.4,1.6,1011.7,54,0.5,快晴
2006/8/25,35.1,23.4,0,8.7,1.4,1013.1,54,2.8,晴
2006/8/26,35.4,24.0,1.5,7.7,1.5,1013.3,59,4.8,晴後曇一時雨、雷を伴う
2006/8/27,33.4,25.0,35.0,1.8,2.1,1012.8,70,9.0,曇時々晴一時大雨
2006/8/28,32.7,23.7,0.0,3.0,1.5,1010.3,68,8.5,曇一時晴
2006/8/29,31.9,24.8,2.0,2.9,1.6,1009.1,69,8.5,曇一時雨
2006/8/30,32.3,22.9,0.0,3.2,1.7,1006.7,60,7.8,曇後時々晴
2006/8/31,32.6,22.2,42.0,5.8,1.5,1003.9,65,9.3,晴後曇一時雨
2006/9/1,29.5,21.6,36.5,3.7,2.0,1003.5,69,7.8,曇一時雨
2006/9/2,32.0,20.1,0,10.1,1.7,1006.6,60,9.5,曇時々晴
2006/9/3,32.0,21.4,0,7.5,1.5,1008.4,57,5.0,晴
2006/9/4,33.4,21.4,0,10.8,1.5,1007.0,56,2.3,晴
2006/9/5,28.8,22.5,0.0,3.0,1.9,1004.9,64,9.3,曇後一時晴
2006/9/6,25.2,20.5,14.0,0,1.3,1006.1,73,8.3,曇一時雨、雷を伴う
2006/9/7,27.9,22.2,3.0,0.3,1.4,1009.9,81,10.0,曇時々雨
2006/9/8,34.1,23.0,0.5,6.1,1.9,1013.4,69,8.3,曇後晴
2006/9/9,33.7,24.9,0.5,4.5,2.0,1012.8,64,5.5,曇一時雨
2006/9/10,30.6,22.4,2.5,1.8,1.6,1013.3,72,10.0,曇一時雨
2006/9/11,28.5,21.8,0.0,5.9,2.2,1016.5,61,9.5,曇後晴
2006/9/12,26.1,22.1,0.0,0,1.6,1019.1,64,10.0,曇時々雨
2006/9/13,22.4,18.7,39.0,0,1.3,1017.9,80,10.0,雨
2006/9/14,26.7,17.7,6.0,3.1,1.5,1015.2,69,8.0,曇
2006/9/15,29.1,18.1,0,5.0,1.5,1015.7,64,8.5,晴時々薄曇
2006/9/16,25.5,21.7,1.0,0,2.5,1014.3,63,10.0,雨後曇
2006/9/17,30.4,22.2,1.5,4.7,3.2,1008.4,66,10.0,曇時々晴一時雨
2006/9/18,31.3,24.8,0.0,5.5,3.0,1002.5,59,9.5,曇後時々晴
2006/9/19,28.0,18.8,0.0,3.5,1.7,1010.6,63,6.0,曇後一時晴
2006/9/20,27.9,16.5,0,10.6,2.1,1014.3,58,0.3,快晴
2006/9/21,28.9,17.1,0,7.0,1.6,1014.9,62,4.8,晴時々曇
2006/9/22,27.9,19.0,0,6.5,2.2,1017.0,55,8.5,晴後曇
2006/9/23,27.1,16.7,0,10.8,2.2,1015.9,53,2.5,晴
2006/9/24,26.3,15.4,0,5.5,1.8,1014.5,61,7.0,曇時々晴
2006/9/25,28.2,16.4,0,5.3,1.5,1014.9,56,8.0,晴時々曇
2006/9/26,27.3,17.1,0.5,2.5,1.5,1012.7,64,9.5,曇一時晴
2006/9/27,27.1,18.1,3.5,7.8,1.9,1010.6,60,4.8,晴
2006/9/28,26.9,17.6,0.0,6.5,2.1,1014.7,59,9.8,薄曇
2006/9/29,27.1,15.5,0,7.6,1.2,1016.5,56,6.5,晴後薄曇
2006/9/30,27.9,17.0,0,6.1,1.4,1017.8,58,8.0,薄曇
2006/10/1,22.2,16.5,21.5,0,1.4,1017.1,73,10.0,雨一時曇
2006/10/2,22.6,18.5,4.0,0,1.2,1012.8,79,10.0,雨後曇
2006/10/3,27.4,17.5,0,8.3,1.6,1013.2,63,6.5,晴
2006/10/4,25.6,16.2,2.0,0.2,1.5,1012.2,72,7.8,曇一時雨
2006/10/5,23.4,19.3,6.5,0,1.1,1007.6,81,10.0,雨時々曇
2006/10/6,25.2,18.9,4.5,1.3,2.1,997.4,72,9.3,雨後曇
2006/10/7,21.5,16.9,1.0,2.4,2.1,1000.6,67,9.5,雨
2006/10/8,22.5,14.8,0.0,4.3,2.3,1012.0,54,5.3,曇一時雨後晴
2006/10/9,25.6,12.4,0,10.8,1.5,1017.9,61,1.3,晴
2006/10/10,28.2,14.1,0.0,10.1,1.4,1019.8,64,3.3,晴
2006/10/11,20.1,17.5,40.5,0,1.3,1019.4,83,9.8,雨後曇
2006/10/12,26.1,15.5,0,4.3,1.1,1019.5,75,6.3,曇後晴
2006/10/13,25.1,15.0,0,10.0,2.0,1019.4,60,4.3,晴
2006/10/14,24.4,15.0,0,3.4,1.8,1018.8,63,7.5,曇後晴
2006/10/15,24.9,14.3,0,10.4,2.2,1015.3,59,1.3,晴
2006/10/16,25.9,15.2,0,10.1,2.2,1018.1,54,0.5,晴
2006/10/17,25.9,13.0,0,8.9,1.2,1021.2,61,3.5,晴
2006/10/18,26.7,15.1,0,8.8,1.3,1021.5,57,3.5,晴
2006/10/19,26.2,15.0,0,9.2,1.4,1021.7,62,4.3,晴
2006/10/20,24.5,16.9,0,0.5,1.2,1020.9,67,9.3,曇
2006/10/21,25.0,13.4,0,8.2,1.9,1023.8,59,2.5,晴
2006/10/22,25.1,11.5,0.0,5.7,1.9,1020.9,63,6.3,晴後曇
2006/10/23,23.0,17.8,11.5,0.1,1.2,1012.1,80,10.0,曇時々雨
2006/10/24,22.7,15.6,0.0,4.3,1.5,1014.3,70,7.3,晴後曇
2006/10/25,22.6,15.0,0.0,5.6,2.0,1020.1,66,7.3,晴時々曇
2006/10/26,22.7,12.7,0,6.2,1.6,1021.7,62,5.3,晴
2006/10/27,24.2,14.6,0.0,7.5,1.3,1021.6,64,6.8,晴
2006/10/28,23.5,12.6,0.0,4.7,1.3,1019.7,64,5.8,晴後曇
2006/10/29,24.2,14.5,0,6.2,1.3,1017.0,64,4.3,晴後曇
2006/10/30,23.1,12.3,0,9.8,1.3,1021.0,63,1.5,晴
2006/10/31,24.4,10.9,0,10.0,1.2,1017.8,58,0.0,快晴
2006/11/1,22.0,11.3,0,7.2,1.3,1016.6,65,5.5,晴一時曇
2006/11/2,22.3,10.3,0,8.3,1.3,1014.7,60,1.5,晴
2006/11/3,21.6,9.9,0,9.2,1.2,1016.6,64,0.8,晴
2006/11/4,22.4,10.2,0,7.3,0.9,1017.9,63,4.3,晴
2006/11/5,23.6,11.9,0,7.6,1.2,1016.5,61,4.5,晴
2006/11/6,24.4,13.0,0.0,4.4,1.3,1012.7,66,9.3,曇時々晴、雷を伴う
2006/11/7,17.2,8.0,0.5,7.2,2.4,1014.7,46,3.8,晴一時雨
2006/11/8,17.3,4.6,0,9.5,1.5,1024.6,55,0.0,快晴
2006/11/9,23.5,7.7,0,9.1,1.2,1023.9,65,3.3,晴
2006/11/10,23.7,12.7,0,6.4,1.1,1020.2,66,6.0,晴後曇
2006/11/11,17.1,11.1,16.5,0,1.6,1009.5,76,10.0,雨時々曇
2006/11/12,11.1,6.7,2.0,1.2,1.7,1015.5,69,7.8,曇時々雨
2006/11/13,17.3,4.2,0,8.7,1.2,1018.3,68,5.3,晴後薄曇
2006/11/14,19.5,9.7,0.5,2.2,1.2,1012.9,70,9.5,曇一時雨
2006/11/15,16.3,9.0,0.0,8.7,1.8,1016.5,53,4.0,晴
2006/11/16,17.4,6.9,0.0,5.2,1.6,1018.8,54,3.5,晴一時曇
2006/11/17,16.2,5.5,0,7.7,1.4,1023.3,60,3.0,晴
2006/11/18,11.6,5.7,2.5,2.2,0.9,1025.4,74,9.3,曇後雨
2006/11/19,14.3,9.2,17.5,0,1.5,1018.9,78,10.0,雨一時曇
2006/11/20,17.0,11.2,8.0,0.3,1.2,1011.8,82,7.8,曇一時雨
2006/11/21,18.7,8.0,0,7.2,1.2,1016.9,69,7.8,晴時々薄曇
2006/11/22,17.3,7.0,0,2.7,1.2,1022.1,67,7.5,曇
2006/11/23,13.5,10.8,0.0,0,2.6,1021.7,56,10.0,曇
2006/11/24,15.5,6.8,0.0,8.5,2.9,1025.1,52,5.3,薄曇後晴
2006/11/25,15.1,5.1,0.0,4.3,2.1,1026.5,62,8.5,晴後曇
2006/11/26,16.1,12.5,21.0,0,2.4,1017.3,67,10.0,雨時々曇
2006/11/27,16.6,14.3,3.0,0,0.9,1005.0,84,9.8,曇後一時雨
2006/11/28,18.4,10.5,0.0,3.8,1.7,1011.4,69,8.8,曇一時晴
2006/11/29,17.3,8.8,0,7.6,1.5,1018.3,64,8.5,晴一時曇
2006/11/30,15.2,5.9,0.0,4.8,1.5,1018.9,64,5.0,曇一時晴
2006/12/1,13.9,5.4,0,6.2,1.5,1018.5,57,7.3,曇時々晴
2006/12/2,13.6,4.3,0.0,4.6,1.8,1015.5,59,5.0,晴後曇
2006/12/3,9.8,3.0,0.0,3.8,1.6,1021.0,54,5.8,晴一時曇
2006/12/4,11.6,1.8,0.0,7.9,1.5,1026.5,54,2.8,晴
2006/12/5,11.7,0.6,0,6.8,1.3,1029.8,62,5.3,晴時々薄曇
2006/12/6,12.8,2.3,0.0,5.6,1.1,1031.4,66,3.8,晴
2006/12/7,10.3,4.0,14.0,0,0.7,1026.1,77,10.0,曇後雨
2006/12/8,11.9,8.8,3.0,0,1.6,1021.8,75,10.0,曇
2006/12/9,10.0,7.8,7.0,0,0.8,1018.7,82,10.0,雨
2006/12/10,13.1,4.4,0.0,4.9,1.8,1019.9,71,4.5,晴
2006/12/11,12.9,1.9,0,7.6,1.1,1026.2,67,7.0,晴後薄曇
2006/12/12,9.8,5.8,7.5,0,0.9,1025.4,81,10.0,雨後曇
2006/12/13,9.1,7.6,20.5,0,1.0,1021.8,83,10.0,雨時々曇
2006/12/14,10.6,7.9,9.5,0,0.8,1019.3,84,10.0,曇後雨
2006/12/15,15.0,5.5,1.0,5.8,1.2,1019.4,73,6.3,晴一時曇
2006/12/16,12.2,4.4,0,3.0,1.0,1019.8,72,5.8,晴後曇
2006/12/17,13.2,4.4,0.5,4.4,1.6,1013.3,60,5.5,曇時々晴
2006/12/18,9.6,2.2,3.0,4.4,1.5,1027.8,73,8.8,晴一時雨
2006/12/19,11.9,0.8,0,7.7,1.0,1034.2,70,3.5,晴時々薄曇
2006/12/20,13.5,1.8,0,7.6,1.1,1031.8,69,0.8,晴
2006/12/21,10.7,5.1,0.0,0,0.9,1024.6,69,9.3,曇
2006/12/22,13.5,4.7,0,3.5,1.4,1020.3,66,5.3,曇後晴
2006/12/23,14.4,4.5,0.0,6.5,1.2,1020.7,60,7.3,晴時々曇
2006/12/24,10.4,4.3,0.0,0.4,1.5,1025.7,62,9.5,曇
2006/12/25,14.6,1.9,0,7.0,1.3,1027.5,62,6.5,晴
2006/12/26,13.7,7.9,42.0,0,1.3,1015.8,77,10.0,曇後雨
2006/12/27,15.0,9.4,0.0,3.5,1.9,1006.9,61,8.0,曇時々晴
2006/12/28,12.1,0.6,0.0,3.2,2.2,1010.3,51,7.3,曇一時晴
2006/12/29,3.6,-0.6,1.5,2.1,2.1,1019.8,71,5.5,雪一時曇
2006/12/30,8.0,2.0,0.0,5.4,1.9,1028.5,68,8.0,曇時々雨
2006/12/31,9.3,1.4,0.0,2.8,1.5,1031.5,66,5.5,曇後晴
2007/1/1,11.9,-0.8,0,4.5,1.0,1028.2,62,7.5,晴後曇
2007/1/2,8.6,5.5,0.5,0,0.8,1022.1,74,10.0,曇時々雨
2007/1/3,12.2,5.0,0.0,4.8,1.5,1022.9,68,9.0,曇時々晴
2007/1/4,11.9,2.8,0.0,3.0,1.7,1024.8,63,10.0,曇
2007/1/5,11.5,0.3,0.0,6.2,1.1,1024.8,60,5.3,晴後曇
2007/1/6,10.1,5.2,5.0,0.9,1.6,1009.8,72,7.8,雨後曇
2007/1/7,6.7,0.6,6.0,1.6,2.6,1007.2,69,5.8,雨時々曇一時雪
2007/1/8,9.8,2.6,0.0,2.4,1.7,1017.6,66,8.5,曇時々雨
2007/1/9,8.9,1.5,0.0,3.5,1.3,1024.9,71,3.8,曇時々晴
2007/1/10,10.6,-0.5,0.0,7.6,1.2,1025.8,66,2.5,晴
2007/1/11,9.8,1.6,0.0,4.8,1.3,1027.0,65,6.5,晴時々曇
2007/1/12,10.7,1.4,0,5.1,1.1,1023.9,63,9.5,薄曇一時晴
2007/1/13,10.0,1.9,0.0,6.3,1.6,1021.6,60,8.5,薄曇時々晴
2007/1/14,8.9,1.9,0.0,3.2,1.4,1025.4,67,4.0,晴一時曇
2007/1/15,10.9,-0.3,0,8.5,1.3,1027.3,66,3.0,晴
2007/1/16,11.0,1.8,2.5,1.0,1.0,1024.0,65,10.0,曇後時々雨
2007/1/17,10.3,5.5,8.0,0,0.9,1019.0,80,10.0,雨後曇
2007/1/18,12.5,2.8,0.0,5.0,1.3,1020.2,70,8.3,晴
2007/1/19,8.3,1.3,0.0,1.4,2.3,1026.9,59,8.8,曇
2007/1/20,10.2,0.0,0,4.0,1.0,1027.2,60,8.8,曇後晴
2007/1/21,9.6,2.0,0,0.4,0.9,1025.4,65,10.0,曇
2007/1/22,10.6,1.2,0.0,4.6,1.4,1022.8,71,5.8,晴後曇一時雨
2007/1/23,9.4,2.4,0,0.9,1.3,1025.5,59,10.0,曇
2007/1/24,11.9,1.3,0.0,3.5,1.4,1020.7,62,7.0,曇後晴
2007/1/25,10.4,1.9,0.0,5.3,1.7,1023.0,56,4.3,晴一時曇
2007/1/26,12.6,-0.5,0.5,7.8,1.4,1019.2,57,6.0,晴後曇
2007/1/27,11.0,4.3,0.0,2.2,1.7,1019.1,55,4.5,晴
2007/1/28,9.7,1.8,0.0,4.7,1.5,1020.9,60,9.5,曇
2007/1/29,11.1,0.3,0,8.4,1.5,1020.8,56,2.3,晴
2007/1/30,13.8,0.5,0.0,9.3,1.5,1022.6,55,2.5,快晴
2007/1/31,12.4,4.2,0.0,7.5,1.5,1020.0,52,2.5,晴
2007/2/1,10.4,1.9,0.0,5.4,2.1,1015.5,42,5.8,晴一時曇
2007/2/2,6.6,0.5,1.0,4.1,1.5,1018.8,68,8.0,曇一時雪
2007/2/3,9.6,-0.8,0,8.8,2.0,1019.8,60,3.3,晴
2007/2/4,10.1,1.0,0.0,5.3,2.2,1023.3,55,5.0,曇後晴
2007/2/5,13.8,-2.4,0,9.4,1.0,1024.1,50,3.3,晴
2007/2/6,16.7,2.4,0,8.6,1.3,1021.8,62,3.5,晴
2007/2/7,14.1,3.5,0,7.8,1.9,1026.3,51,0.3,晴
2007/2/8,11.0,1.0,1.0,1.7,1.1,1023.3,60,7.5,曇
2007/2/9,11.3,7.1,3.5,0,0.9,1012.0,83,10.0,曇時々雨
2007/2/10,13.6,5.5,2.0,3.6,1.7,1008.8,64,7.3,晴後一時曇
2007/2/11,9.9,3.8,1.0,4.4,1.8,1014.9,67,7.8,晴時々雨
2007/2/12,13.5,0.9,0,9.5,1.4,1020.3,63,4.0,晴
2007/2/13,14.7,1.8,0,10.0,1.2,1023.1,57,3.0,晴
2007/2/14,15.8,6.0,19.0,0,1.3,1008.0,73,9.5,雨一時曇
2007/2/15,10.5,4.4,0.0,5.6,2.9,1013.1,42,7.3,晴
2007/2/16,10.5,1.5,0.0,4.9,2.3,1022.2,46,7.5,曇一時晴
2007/2/17,7.8,0.2,12.5,0.2,1.3,1019.9,70,7.5,曇後雨
2007/2/18,11.6,6.5,13.5,0.3,1.6,1008.9,72,8.8,曇一時雨
2007/2/19,12.9,2.7,0.0,6.5,2.0,1016.2,56,6.3,晴
2007/2/20,14.9,0.3,0,10.4,1.4,1019.9,54,0.8,晴
2007/2/21,16.0,1.6,0,10.2,1.7,1021.0,52,1.3,快晴
2007/2/22,16.4,2.4,0,6.9,1.5,1019.7,49,5.0,薄曇一時晴
2007/2/23,16.2,6.2,9.5,2.2,2.4,1012.6,64,9.3,曇時々雨
2007/2/24,7.4,2.2,0.0,0.9,3.1,1021.4,45,7.0,曇一時みぞれ
2007/2/25,9.8,0.0,0,3.0,1.2,1023.5,54,7.8,曇
2007/2/26,15.8,3.4,0,10.0,1.5,1024.7,54,2.3,快晴
2007/2/27,18.1,4.1,2.5,6.2,1.6,1022.9,62,6.0,晴後曇
2007/2/28,9.3,4.3,6.0,0.9,2.1,1024.1,62,7.5,雨後時々曇
2007/3/1,15.3,1.1,0,10.5,1.7,1027.5,50,0.3,快晴
2007/3/2,17.0,1.8,0,8.6,1.2,1024.5,53,6.0,薄曇
2007/3/3,17.7,7.2,0.0,1.3,1.0,1022.8,49,10.0,曇
2007/3/4,22.8,10.4,0,9.8,1.6,1019.6,55,5.5,晴
2007/3/5,17.1,9.9,10.5,0,1.5,1007.1,68,8.8,雨時々曇
2007/3/6,11.5,2.5,0.0,6.8,2.5,1011.2,49,5.8,晴一時曇
2007/3/7,10.2,0.9,0.0,4.8,1.8,1014.7,48,4.3,晴後曇
2007/3/8,9.6,-0.1,0.0,5.5,1.6,1018.9,53,6.0,曇
2007/3/9,13.2,0.2,0,9.9,1.7,1023.2,50,5.8,晴後時々曇
2007/3/10,14.7,1.4,2.5,5.4,1.6,1018.9,57,7.5,晴時々薄曇
2007/3/11,9.6,3.2,13.0,5.4,2.6,1011.9,61,7.5,雨後晴一時みぞれ
2007/3/12,9.7,2.1,0.0,6.0,2.2,1017.2,60,6.5,曇一時雨
2007/3/13,10.5,1.8,0.0,4.6,2.0,1017.5,59,6.0,曇後時々晴
2007/3/14,11.7,0.7,0.0,7.0,2.1,1020.8,57,4.8,晴後曇
2007/3/15,7.8,2.1,0.0,0,1.2,1021.2,63,9.8,曇
2007/3/16,11.8,1.1,0,7.1,2.8,1019.4,47,8.5,薄曇
